=== MAP GENERATION DATA ===

--- STATIONS ---
BFP (bfpbuilding): Grid (23, 31) | Pixels (4416, 5952) | Rot: 0
grass: Grid (23, 1) | Pixels (4416, 192) | Rot: 0
grass: Grid (24, 1) | Pixels (4608, 192) | Rot: 0
grass: Grid (25, 1) | Pixels (4800, 192) | Rot: 0
grass: Grid (26, 1) | Pixels (4992, 192) | Rot: 0
grass: Grid (27, 1) | Pixels (5184, 192) | Rot: 0
dirt: Grid (28, 1) | Pixels (5376, 192) | Rot: 0
dirt: Grid (29, 1) | Pixels (5568, 192) | Rot: 0
grass: Grid (30, 1) | Pixels (5760, 192) | Rot: 0
grass: Grid (31, 1) | Pixels (5952, 192) | Rot: 0
grass: Grid (32, 1) | Pixels (6144, 192) | Rot: 0
grass: Grid (33, 1) | Pixels (6336, 192) | Rot: 0
grass: Grid (34, 1) | Pixels (6528, 192) | Rot: 0
grass: Grid (35, 1) | Pixels (6720, 192) | Rot: 0
dirt: Grid (36, 1) | Pixels (6912, 192) | Rot: 0
dirt: Grid (37, 1) | Pixels (7104, 192) | Rot: 0
grass: Grid (38, 1) | Pixels (7296, 192) | Rot: 0
grass: Grid (39, 1) | Pixels (7488, 192) | Rot: 0
grass: Grid (40, 1) | Pixels (7680, 192) | Rot: 0
dirt: Grid (0, 2) | Pixels (0, 384) | Rot: 0
grass: Grid (1, 2) | Pixels (192, 384) | Rot: 0
grass: Grid (39, 2) | Pixels (7488, 384) | Rot: 0
grass: Grid (40, 2) | Pixels (7680, 384) | Rot: 0
grass: Grid (0, 3) | Pixels (0, 576) | Rot: 0
dirt: Grid (1, 3) | Pixels (192, 576) | Rot: 0
grass: Grid (3, 3) | Pixels (576, 576) | Rot: 0
grass: Grid (4, 3) | Pixels (768, 576) | Rot: 0
grass: Grid (5, 3) | Pixels (960, 576) | Rot: 0
dirt: Grid (7, 3) | Pixels (1344, 576) | Rot: 0
grass: Grid (8, 3) | Pixels (1536, 576) | Rot: 0
grass: Grid (9, 3) | Pixels (1728, 576) | Rot: 0
grass: Grid (11, 3) | Pixels (2112, 576) | Rot: 0
grass: Grid (12, 3) | Pixels (2304, 576) | Rot: 0
grass: Grid (13, 3) | Pixels (2496, 576) | Rot: 0
dirt: Grid (15, 3) | Pixels (2880, 576) | Rot: 0
grass: Grid (16, 3) | Pixels (3072, 576) | Rot: 0
grass: Grid (17, 3) | Pixels (3264, 576) | Rot: 0
dirt: Grid (18, 3) | Pixels (3456, 576) | Rot: 0
grass: Grid (20, 3) | Pixels (3840, 576) | Rot: 0
grass: Grid (21, 3) | Pixels (4032, 576) | Rot: 0
dirt: Grid (22, 3) | Pixels (4224, 576) | Rot: 0
dirt: Grid (24, 3) | Pixels (4608, 576) | Rot: 0
grass: Grid (25, 3) | Pixels (4800, 576) | Rot: 0
grass: Grid (26, 3) | Pixels (4992, 576) | Rot: 0
grass: Grid (27, 3) | Pixels (5184, 576) | Rot: 0
grass: Grid (29, 3) | Pixels (5568, 576) | Rot: 0
grass: Grid (30, 3) | Pixels (5760, 576) | Rot: 0
dirt: Grid (31, 3) | Pixels (5952, 576) | Rot: 0
dirt: Grid (32, 3) | Pixels (6144, 576) | Rot: 0
grass: Grid (34, 3) | Pixels (6528, 576) | Rot: 0
grass: Grid (35, 3) | Pixels (6720, 576) | Rot: 0
grass: Grid (36, 3) | Pixels (6912, 576) | Rot: 0
grass: Grid (37, 3) | Pixels (7104, 576) | Rot: 0
grass: Grid (39, 3) | Pixels (7488, 576) | Rot: 0
dirt: Grid (40, 3) | Pixels (7680, 576) | Rot: 0
grass: Grid (0, 4) | Pixels (0, 768) | Rot: 0
dirt: Grid (1, 4) | Pixels (192, 768) | Rot: 0
grass: Grid (3, 4) | Pixels (576, 768) | Rot: 0
grass: Grid (4, 4) | Pixels (768, 768) | Rot: 0
dirt: Grid (5, 4) | Pixels (960, 768) | Rot: 0
grass: Grid (7, 4) | Pixels (1344, 768) | Rot: 0
dirt: Grid (8, 4) | Pixels (1536, 768) | Rot: 0
grass: Grid (9, 4) | Pixels (1728, 768) | Rot: 0
grass: Grid (11, 4) | Pixels (2112, 768) | Rot: 0
grass: Grid (12, 4) | Pixels (2304, 768) | Rot: 0
dirt: Grid (13, 4) | Pixels (2496, 768) | Rot: 0
grass: Grid (15, 4) | Pixels (2880, 768) | Rot: 0
dirt: Grid (16, 4) | Pixels (3072, 768) | Rot: 0
dirt: Grid (17, 4) | Pixels (3264, 768) | Rot: 0
grass: Grid (18, 4) | Pixels (3456, 768) | Rot: 0
grass: Grid (20, 4) | Pixels (3840, 768) | Rot: 0
grass: Grid (21, 4) | Pixels (4032, 768) | Rot: 0
dirt: Grid (22, 4) | Pixels (4224, 768) | Rot: 0
grass: Grid (24, 4) | Pixels (4608, 768) | Rot: 0
grass: Grid (25, 4) | Pixels (4800, 768) | Rot: 0
grass: Grid (26, 4) | Pixels (4992, 768) | Rot: 0
dirt: Grid (27, 4) | Pixels (5184, 768) | Rot: 0
grass: Grid (29, 4) | Pixels (5568, 768) | Rot: 0
dirt: Grid (30, 4) | Pixels (5760, 768) | Rot: 0
grass: Grid (31, 4) | Pixels (5952, 768) | Rot: 0
dirt: Grid (32, 4) | Pixels (6144, 768) | Rot: 0
grass: Grid (34, 4) | Pixels (6528, 768) | Rot: 0
dirt: Grid (35, 4) | Pixels (6720, 768) | Rot: 0
grass: Grid (36, 4) | Pixels (6912, 768) | Rot: 0
dirt: Grid (37, 4) | Pixels (7104, 768) | Rot: 0
grass: Grid (39, 4) | Pixels (7488, 768) | Rot: 0
dirt: Grid (40, 4) | Pixels (7680, 768) | Rot: 0
grass: Grid (0, 5) | Pixels (0, 960) | Rot: 0
grass: Grid (1, 5) | Pixels (192, 960) | Rot: 0
dirt: Grid (3, 5) | Pixels (576, 960) | Rot: 0
dirt: Grid (4, 5) | Pixels (768, 960) | Rot: 0
grass: Grid (5, 5) | Pixels (960, 960) | Rot: 0
dirt: Grid (7, 5) | Pixels (1344, 960) | Rot: 0
dirt: Grid (8, 5) | Pixels (1536, 960) | Rot: 0
dirt: Grid (9, 5) | Pixels (1728, 960) | Rot: 0
grass: Grid (11, 5) | Pixels (2112, 960) | Rot: 0
grass: Grid (12, 5) | Pixels (2304, 960) | Rot: 0
grass: Grid (13, 5) | Pixels (2496, 960) | Rot: 0
grass: Grid (15, 5) | Pixels (2880, 960) | Rot: 0
grass: Grid (16, 5) | Pixels (3072, 960) | Rot: 0
grass: Grid (17, 5) | Pixels (3264, 960) | Rot: 0
grass: Grid (18, 5) | Pixels (3456, 960) | Rot: 0
grass: Grid (20, 5) | Pixels (3840, 960) | Rot: 0
grass: Grid (21, 5) | Pixels (4032, 960) | Rot: 0
dirt: Grid (22, 5) | Pixels (4224, 960) | Rot: 0
grass: Grid (24, 5) | Pixels (4608, 960) | Rot: 0
dirt: Grid (25, 5) | Pixels (4800, 960) | Rot: 0
grass: Grid (26, 5) | Pixels (4992, 960) | Rot: 0
dirt: Grid (27, 5) | Pixels (5184, 960) | Rot: 0
grass: Grid (29, 5) | Pixels (5568, 960) | Rot: 0
grass: Grid (30, 5) | Pixels (5760, 960) | Rot: 0
grass: Grid (31, 5) | Pixels (5952, 960) | Rot: 0
dirt: Grid (32, 5) | Pixels (6144, 960) | Rot: 0
grass: Grid (39, 5) | Pixels (7488, 960) | Rot: 0
dirt: Grid (40, 5) | Pixels (7680, 960) | Rot: 0
grass: Grid (0, 6) | Pixels (0, 1152) | Rot: 0
grass: Grid (1, 6) | Pixels (192, 1152) | Rot: 0
dirt: Grid (3, 6) | Pixels (576, 1152) | Rot: 0
grass: Grid (4, 6) | Pixels (768, 1152) | Rot: 0
grass: Grid (5, 6) | Pixels (960, 1152) | Rot: 0
grass: Grid (11, 6) | Pixels (2112, 1152) | Rot: 0
dirt: Grid (12, 6) | Pixels (2304, 1152) | Rot: 0
grass: Grid (13, 6) | Pixels (2496, 1152) | Rot: 0
grass: Grid (15, 6) | Pixels (2880, 1152) | Rot: 0
grass: Grid (16, 6) | Pixels (3072, 1152) | Rot: 0
grass: Grid (17, 6) | Pixels (3264, 1152) | Rot: 0
dirt: Grid (18, 6) | Pixels (3456, 1152) | Rot: 0
dirt: Grid (24, 6) | Pixels (4608, 1152) | Rot: 0
grass: Grid (25, 6) | Pixels (4800, 1152) | Rot: 0
grass: Grid (26, 6) | Pixels (4992, 1152) | Rot: 0
grass: Grid (27, 6) | Pixels (5184, 1152) | Rot: 0
grass: Grid (34, 6) | Pixels (6528, 1152) | Rot: 0
grass: Grid (35, 6) | Pixels (6720, 1152) | Rot: 0
dirt: Grid (36, 6) | Pixels (6912, 1152) | Rot: 0
dirt: Grid (37, 6) | Pixels (7104, 1152) | Rot: 0
grass: Grid (39, 6) | Pixels (7488, 1152) | Rot: 0
dirt: Grid (40, 6) | Pixels (7680, 1152) | Rot: 0
grass: Grid (0, 7) | Pixels (0, 1344) | Rot: 0
grass: Grid (1, 7) | Pixels (192, 1344) | Rot: 0
grass: Grid (3, 7) | Pixels (576, 1344) | Rot: 0
grass: Grid (4, 7) | Pixels (768, 1344) | Rot: 0
dirt: Grid (5, 7) | Pixels (960, 1344) | Rot: 0
dirt: Grid (7, 7) | Pixels (1344, 1344) | Rot: 0
grass: Grid (8, 7) | Pixels (1536, 1344) | Rot: 0
grass: Grid (9, 7) | Pixels (1728, 1344) | Rot: 0
grass: Grid (11, 7) | Pixels (2112, 1344) | Rot: 0
grass: Grid (12, 7) | Pixels (2304, 1344) | Rot: 0
grass: Grid (13, 7) | Pixels (2496, 1344) | Rot: 0
grass: Grid (15, 7) | Pixels (2880, 1344) | Rot: 0
grass: Grid (16, 7) | Pixels (3072, 1344) | Rot: 0
dirt: Grid (17, 7) | Pixels (3264, 1344) | Rot: 0
grass: Grid (18, 7) | Pixels (3456, 1344) | Rot: 0
grass: Grid (20, 7) | Pixels (3840, 1344) | Rot: 0
grass: Grid (21, 7) | Pixels (4032, 1344) | Rot: 0
dirt: Grid (22, 7) | Pixels (4224, 1344) | Rot: 0
dirt: Grid (24, 7) | Pixels (4608, 1344) | Rot: 0
grass: Grid (25, 7) | Pixels (4800, 1344) | Rot: 0
grass: Grid (26, 7) | Pixels (4992, 1344) | Rot: 0
grass: Grid (27, 7) | Pixels (5184, 1344) | Rot: 0
grass: Grid (29, 7) | Pixels (5568, 1344) | Rot: 0
grass: Grid (30, 7) | Pixels (5760, 1344) | Rot: 0
grass: Grid (31, 7) | Pixels (5952, 1344) | Rot: 0
grass: Grid (32, 7) | Pixels (6144, 1344) | Rot: 0
grass: Grid (34, 7) | Pixels (6528, 1344) | Rot: 0
grass: Grid (35, 7) | Pixels (6720, 1344) | Rot: 0
grass: Grid (36, 7) | Pixels (6912, 1344) | Rot: 0
dirt: Grid (37, 7) | Pixels (7104, 1344) | Rot: 0
grass: Grid (39, 7) | Pixels (7488, 1344) | Rot: 0
dirt: Grid (40, 7) | Pixels (7680, 1344) | Rot: 0
grass: Grid (0, 8) | Pixels (0, 1536) | Rot: 0
grass: Grid (1, 8) | Pixels (192, 1536) | Rot: 0
grass: Grid (3, 8) | Pixels (576, 1536) | Rot: 0
grass: Grid (4, 8) | Pixels (768, 1536) | Rot: 0
dirt: Grid (5, 8) | Pixels (960, 1536) | Rot: 0
dirt: Grid (7, 8) | Pixels (1344, 1536) | Rot: 0
grass: Grid (8, 8) | Pixels (1536, 1536) | Rot: 0
grass: Grid (9, 8) | Pixels (1728, 1536) | Rot: 0
grass: Grid (11, 8) | Pixels (2112, 1536) | Rot: 0
grass: Grid (12, 8) | Pixels (2304, 1536) | Rot: 0
grass: Grid (13, 8) | Pixels (2496, 1536) | Rot: 0
grass: Grid (20, 8) | Pixels (3840, 1536) | Rot: 0
grass: Grid (21, 8) | Pixels (4032, 1536) | Rot: 0
grass: Grid (22, 8) | Pixels (4224, 1536) | Rot: 0
grass: Grid (24, 8) | Pixels (4608, 1536) | Rot: 0
grass: Grid (25, 8) | Pixels (4800, 1536) | Rot: 0
grass: Grid (26, 8) | Pixels (4992, 1536) | Rot: 0
grass: Grid (27, 8) | Pixels (5184, 1536) | Rot: 0
grass: Grid (29, 8) | Pixels (5568, 1536) | Rot: 0
grass: Grid (30, 8) | Pixels (5760, 1536) | Rot: 0
grass: Grid (31, 8) | Pixels (5952, 1536) | Rot: 0
grass: Grid (32, 8) | Pixels (6144, 1536) | Rot: 0
grass: Grid (34, 8) | Pixels (6528, 1536) | Rot: 0
dirt: Grid (35, 8) | Pixels (6720, 1536) | Rot: 0
grass: Grid (36, 8) | Pixels (6912, 1536) | Rot: 0
dirt: Grid (37, 8) | Pixels (7104, 1536) | Rot: 0
grass: Grid (39, 8) | Pixels (7488, 1536) | Rot: 0
grass: Grid (40, 8) | Pixels (7680, 1536) | Rot: 0
grass: Grid (0, 9) | Pixels (0, 1728) | Rot: 0
grass: Grid (1, 9) | Pixels (192, 1728) | Rot: 0
grass: Grid (20, 9) | Pixels (3840, 1728) | Rot: 0
grass: Grid (21, 9) | Pixels (4032, 1728) | Rot: 0
grass: Grid (22, 9) | Pixels (4224, 1728) | Rot: 0
dirt: Grid (24, 9) | Pixels (4608, 1728) | Rot: 0
dirt: Grid (25, 9) | Pixels (4800, 1728) | Rot: 0
grass: Grid (26, 9) | Pixels (4992, 1728) | Rot: 0
grass: Grid (27, 9) | Pixels (5184, 1728) | Rot: 0
grass: Grid (29, 9) | Pixels (5568, 1728) | Rot: 0
grass: Grid (30, 9) | Pixels (5760, 1728) | Rot: 0
grass: Grid (31, 9) | Pixels (5952, 1728) | Rot: 0
grass: Grid (32, 9) | Pixels (6144, 1728) | Rot: 0
grass: Grid (34, 9) | Pixels (6528, 1728) | Rot: 0
grass: Grid (35, 9) | Pixels (6720, 1728) | Rot: 0
grass: Grid (36, 9) | Pixels (6912, 1728) | Rot: 0
grass: Grid (37, 9) | Pixels (7104, 1728) | Rot: 0
grass: Grid (39, 9) | Pixels (7488, 1728) | Rot: 0
grass: Grid (40, 9) | Pixels (7680, 1728) | Rot: 0
grass: Grid (0, 10) | Pixels (0, 1920) | Rot: 0
grass: Grid (1, 10) | Pixels (192, 1920) | Rot: 0
grass: Grid (3, 10) | Pixels (576, 1920) | Rot: 0
grass: Grid (4, 10) | Pixels (768, 1920) | Rot: 0
dirt: Grid (5, 10) | Pixels (960, 1920) | Rot: 0
grass: Grid (7, 10) | Pixels (1344, 1920) | Rot: 0
grass: Grid (8, 10) | Pixels (1536, 1920) | Rot: 0
grass: Grid (10, 10) | Pixels (1920, 1920) | Rot: 0
dirt: Grid (11, 10) | Pixels (2112, 1920) | Rot: 0
grass: Grid (12, 10) | Pixels (2304, 1920) | Rot: 0
grass: Grid (13, 10) | Pixels (2496, 1920) | Rot: 0
dirt: Grid (34, 10) | Pixels (6528, 1920) | Rot: 0
grass: Grid (35, 10) | Pixels (6720, 1920) | Rot: 0
grass: Grid (36, 10) | Pixels (6912, 1920) | Rot: 0
grass: Grid (37, 10) | Pixels (7104, 1920) | Rot: 0
dirt: Grid (39, 10) | Pixels (7488, 1920) | Rot: 0
grass: Grid (40, 10) | Pixels (7680, 1920) | Rot: 0
dirt: Grid (0, 11) | Pixels (0, 2112) | Rot: 0
dirt: Grid (1, 11) | Pixels (192, 2112) | Rot: 0
dirt: Grid (3, 11) | Pixels (576, 2112) | Rot: 0
grass: Grid (4, 11) | Pixels (768, 2112) | Rot: 0
grass: Grid (5, 11) | Pixels (960, 2112) | Rot: 0
dirt: Grid (7, 11) | Pixels (1344, 2112) | Rot: 0
grass: Grid (8, 11) | Pixels (1536, 2112) | Rot: 0
grass: Grid (10, 11) | Pixels (1920, 2112) | Rot: 0
grass: Grid (11, 11) | Pixels (2112, 2112) | Rot: 0
grass: Grid (12, 11) | Pixels (2304, 2112) | Rot: 0
grass: Grid (13, 11) | Pixels (2496, 2112) | Rot: 0
dirt: Grid (20, 11) | Pixels (3840, 2112) | Rot: 0
grass: Grid (21, 11) | Pixels (4032, 2112) | Rot: 0
grass: Grid (22, 11) | Pixels (4224, 2112) | Rot: 0
grass: Grid (24, 11) | Pixels (4608, 2112) | Rot: 0
grass: Grid (25, 11) | Pixels (4800, 2112) | Rot: 0
grass: Grid (26, 11) | Pixels (4992, 2112) | Rot: 0
grass: Grid (28, 11) | Pixels (5376, 2112) | Rot: 0
grass: Grid (29, 11) | Pixels (5568, 2112) | Rot: 0
grass: Grid (30, 11) | Pixels (5760, 2112) | Rot: 0
grass: Grid (31, 11) | Pixels (5952, 2112) | Rot: 0
dirt: Grid (32, 11) | Pixels (6144, 2112) | Rot: 0
dirt: Grid (34, 11) | Pixels (6528, 2112) | Rot: 0
grass: Grid (35, 11) | Pixels (6720, 2112) | Rot: 0
grass: Grid (36, 11) | Pixels (6912, 2112) | Rot: 0
grass: Grid (37, 11) | Pixels (7104, 2112) | Rot: 0
dirt: Grid (39, 11) | Pixels (7488, 2112) | Rot: 0
grass: Grid (40, 11) | Pixels (7680, 2112) | Rot: 0
grass: Grid (0, 12) | Pixels (0, 2304) | Rot: 0
grass: Grid (1, 12) | Pixels (192, 2304) | Rot: 0
grass: Grid (10, 12) | Pixels (1920, 2304) | Rot: 0
grass: Grid (11, 12) | Pixels (2112, 2304) | Rot: 0
dirt: Grid (12, 12) | Pixels (2304, 2304) | Rot: 0
dirt: Grid (13, 12) | Pixels (2496, 2304) | Rot: 0
grass: Grid (20, 12) | Pixels (3840, 2304) | Rot: 0
dirt: Grid (21, 12) | Pixels (4032, 2304) | Rot: 0
grass: Grid (22, 12) | Pixels (4224, 2304) | Rot: 0
grass: Grid (24, 12) | Pixels (4608, 2304) | Rot: 0
grass: Grid (25, 12) | Pixels (4800, 2304) | Rot: 0
grass: Grid (26, 12) | Pixels (4992, 2304) | Rot: 0
grass: Grid (28, 12) | Pixels (5376, 2304) | Rot: 0
grass: Grid (29, 12) | Pixels (5568, 2304) | Rot: 0
dirt: Grid (30, 12) | Pixels (5760, 2304) | Rot: 0
dirt: Grid (31, 12) | Pixels (5952, 2304) | Rot: 0
dirt: Grid (32, 12) | Pixels (6144, 2304) | Rot: 0
dirt: Grid (34, 12) | Pixels (6528, 2304) | Rot: 0
grass: Grid (35, 12) | Pixels (6720, 2304) | Rot: 0
grass: Grid (36, 12) | Pixels (6912, 2304) | Rot: 0
grass: Grid (37, 12) | Pixels (7104, 2304) | Rot: 0
grass: Grid (39, 12) | Pixels (7488, 2304) | Rot: 0
dirt: Grid (40, 12) | Pixels (7680, 2304) | Rot: 0
grass: Grid (0, 13) | Pixels (0, 2496) | Rot: 0
grass: Grid (1, 13) | Pixels (192, 2496) | Rot: 0
grass: Grid (3, 13) | Pixels (576, 2496) | Rot: 0
grass: Grid (4, 13) | Pixels (768, 2496) | Rot: 0
grass: Grid (5, 13) | Pixels (960, 2496) | Rot: 0
grass: Grid (7, 13) | Pixels (1344, 2496) | Rot: 0
grass: Grid (8, 13) | Pixels (1536, 2496) | Rot: 0
grass: Grid (10, 13) | Pixels (1920, 2496) | Rot: 0
dirt: Grid (11, 13) | Pixels (2112, 2496) | Rot: 0
dirt: Grid (12, 13) | Pixels (2304, 2496) | Rot: 0
grass: Grid (13, 13) | Pixels (2496, 2496) | Rot: 0
grass: Grid (39, 13) | Pixels (7488, 2496) | Rot: 0
grass: Grid (40, 13) | Pixels (7680, 2496) | Rot: 0
grass: Grid (0, 14) | Pixels (0, 2688) | Rot: 0
grass: Grid (1, 14) | Pixels (192, 2688) | Rot: 0
grass: Grid (3, 14) | Pixels (576, 2688) | Rot: 0
grass: Grid (4, 14) | Pixels (768, 2688) | Rot: 0
grass: Grid (5, 14) | Pixels (960, 2688) | Rot: 0
grass: Grid (7, 14) | Pixels (1344, 2688) | Rot: 0
dirt: Grid (8, 14) | Pixels (1536, 2688) | Rot: 0
dirt: Grid (10, 14) | Pixels (1920, 2688) | Rot: 0
grass: Grid (11, 14) | Pixels (2112, 2688) | Rot: 0
dirt: Grid (12, 14) | Pixels (2304, 2688) | Rot: 0
dirt: Grid (13, 14) | Pixels (2496, 2688) | Rot: 0
grass: Grid (20, 14) | Pixels (3840, 2688) | Rot: 0
grass: Grid (22, 14) | Pixels (4224, 2688) | Rot: 0
dirt: Grid (23, 14) | Pixels (4416, 2688) | Rot: 0
grass: Grid (24, 14) | Pixels (4608, 2688) | Rot: 0
grass: Grid (25, 14) | Pixels (4800, 2688) | Rot: 0
grass: Grid (27, 14) | Pixels (5184, 2688) | Rot: 0
grass: Grid (28, 14) | Pixels (5376, 2688) | Rot: 0
grass: Grid (36, 14) | Pixels (6912, 2688) | Rot: 0
grass: Grid (37, 14) | Pixels (7104, 2688) | Rot: 0
dirt: Grid (39, 14) | Pixels (7488, 2688) | Rot: 0
grass: Grid (40, 14) | Pixels (7680, 2688) | Rot: 0
grass: Grid (0, 15) | Pixels (0, 2880) | Rot: 0
grass: Grid (1, 15) | Pixels (192, 2880) | Rot: 0
grass: Grid (3, 15) | Pixels (576, 2880) | Rot: 0
grass: Grid (4, 15) | Pixels (768, 2880) | Rot: 0
grass: Grid (5, 15) | Pixels (960, 2880) | Rot: 0
grass: Grid (7, 15) | Pixels (1344, 2880) | Rot: 0
grass: Grid (8, 15) | Pixels (1536, 2880) | Rot: 0
dirt: Grid (10, 15) | Pixels (1920, 2880) | Rot: 0
grass: Grid (11, 15) | Pixels (2112, 2880) | Rot: 0
grass: Grid (12, 15) | Pixels (2304, 2880) | Rot: 0
grass: Grid (13, 15) | Pixels (2496, 2880) | Rot: 0
grass: Grid (15, 15) | Pixels (2880, 2880) | Rot: 0
grass: Grid (16, 15) | Pixels (3072, 2880) | Rot: 0
grass: Grid (18, 15) | Pixels (3456, 2880) | Rot: 0
grass: Grid (19, 15) | Pixels (3648, 2880) | Rot: 0
dirt: Grid (20, 15) | Pixels (3840, 2880) | Rot: 0
grass: Grid (22, 15) | Pixels (4224, 2880) | Rot: 0
grass: Grid (23, 15) | Pixels (4416, 2880) | Rot: 0
grass: Grid (24, 15) | Pixels (4608, 2880) | Rot: 0
grass: Grid (25, 15) | Pixels (4800, 2880) | Rot: 0
grass: Grid (27, 15) | Pixels (5184, 2880) | Rot: 0
dirt: Grid (28, 15) | Pixels (5376, 2880) | Rot: 0
dirt: Grid (36, 15) | Pixels (6912, 2880) | Rot: 0
grass: Grid (37, 15) | Pixels (7104, 2880) | Rot: 0
dirt: Grid (39, 15) | Pixels (7488, 2880) | Rot: 0
dirt: Grid (40, 15) | Pixels (7680, 2880) | Rot: 0
grass: Grid (0, 16) | Pixels (0, 3072) | Rot: 0
grass: Grid (1, 16) | Pixels (192, 3072) | Rot: 0
grass: Grid (22, 16) | Pixels (4224, 3072) | Rot: 0
dirt: Grid (23, 16) | Pixels (4416, 3072) | Rot: 0
grass: Grid (24, 16) | Pixels (4608, 3072) | Rot: 0
grass: Grid (25, 16) | Pixels (4800, 3072) | Rot: 0
grass: Grid (27, 16) | Pixels (5184, 3072) | Rot: 0
grass: Grid (28, 16) | Pixels (5376, 3072) | Rot: 0
dirt: Grid (36, 16) | Pixels (6912, 3072) | Rot: 0
dirt: Grid (37, 16) | Pixels (7104, 3072) | Rot: 0
grass: Grid (39, 16) | Pixels (7488, 3072) | Rot: 0
grass: Grid (40, 16) | Pixels (7680, 3072) | Rot: 0
dirt: Grid (0, 17) | Pixels (0, 3264) | Rot: 0
grass: Grid (1, 17) | Pixels (192, 3264) | Rot: 0
dirt: Grid (3, 17) | Pixels (576, 3264) | Rot: 0
dirt: Grid (4, 17) | Pixels (768, 3264) | Rot: 0
grass: Grid (5, 17) | Pixels (960, 3264) | Rot: 0
grass: Grid (7, 17) | Pixels (1344, 3264) | Rot: 0
dirt: Grid (8, 17) | Pixels (1536, 3264) | Rot: 0
dirt: Grid (10, 17) | Pixels (1920, 3264) | Rot: 0
grass: Grid (11, 17) | Pixels (2112, 3264) | Rot: 0
grass: Grid (12, 17) | Pixels (2304, 3264) | Rot: 0
grass: Grid (13, 17) | Pixels (2496, 3264) | Rot: 0
grass: Grid (15, 17) | Pixels (2880, 3264) | Rot: 0
grass: Grid (16, 17) | Pixels (3072, 3264) | Rot: 0
grass: Grid (17, 17) | Pixels (3264, 3264) | Rot: 0
dirt: Grid (18, 17) | Pixels (3456, 3264) | Rot: 0
grass: Grid (19, 17) | Pixels (3648, 3264) | Rot: 0
dirt: Grid (20, 17) | Pixels (3840, 3264) | Rot: 0
grass: Grid (27, 17) | Pixels (5184, 3264) | Rot: 0
dirt: Grid (28, 17) | Pixels (5376, 3264) | Rot: 0
grass: Grid (36, 17) | Pixels (6912, 3264) | Rot: 0
grass: Grid (37, 17) | Pixels (7104, 3264) | Rot: 0
grass: Grid (39, 17) | Pixels (7488, 3264) | Rot: 0
dirt: Grid (40, 17) | Pixels (7680, 3264) | Rot: 0
grass: Grid (0, 18) | Pixels (0, 3456) | Rot: 0
grass: Grid (1, 18) | Pixels (192, 3456) | Rot: 0
grass: Grid (3, 18) | Pixels (576, 3456) | Rot: 0
grass: Grid (4, 18) | Pixels (768, 3456) | Rot: 0
grass: Grid (5, 18) | Pixels (960, 3456) | Rot: 0
grass: Grid (7, 18) | Pixels (1344, 3456) | Rot: 0
grass: Grid (8, 18) | Pixels (1536, 3456) | Rot: 0
dirt: Grid (10, 18) | Pixels (1920, 3456) | Rot: 0
dirt: Grid (11, 18) | Pixels (2112, 3456) | Rot: 0
dirt: Grid (12, 18) | Pixels (2304, 3456) | Rot: 0
dirt: Grid (13, 18) | Pixels (2496, 3456) | Rot: 0
dirt: Grid (15, 18) | Pixels (2880, 3456) | Rot: 0
grass: Grid (16, 18) | Pixels (3072, 3456) | Rot: 0
dirt: Grid (17, 18) | Pixels (3264, 3456) | Rot: 0
grass: Grid (18, 18) | Pixels (3456, 3456) | Rot: 0
grass: Grid (19, 18) | Pixels (3648, 3456) | Rot: 0
dirt: Grid (20, 18) | Pixels (3840, 3456) | Rot: 0
grass: Grid (22, 18) | Pixels (4224, 3456) | Rot: 0
grass: Grid (23, 18) | Pixels (4416, 3456) | Rot: 0
grass: Grid (24, 18) | Pixels (4608, 3456) | Rot: 0
grass: Grid (25, 18) | Pixels (4800, 3456) | Rot: 0
dirt: Grid (36, 18) | Pixels (6912, 3456) | Rot: 0
dirt: Grid (37, 18) | Pixels (7104, 3456) | Rot: 0
grass: Grid (39, 18) | Pixels (7488, 3456) | Rot: 0
dirt: Grid (40, 18) | Pixels (7680, 3456) | Rot: 0
dirt: Grid (0, 19) | Pixels (0, 3648) | Rot: 0
dirt: Grid (1, 19) | Pixels (192, 3648) | Rot: 0
grass: Grid (3, 19) | Pixels (576, 3648) | Rot: 0
grass: Grid (4, 19) | Pixels (768, 3648) | Rot: 0
grass: Grid (5, 19) | Pixels (960, 3648) | Rot: 0
grass: Grid (7, 19) | Pixels (1344, 3648) | Rot: 0
dirt: Grid (8, 19) | Pixels (1536, 3648) | Rot: 0
grass: Grid (10, 19) | Pixels (1920, 3648) | Rot: 0
dirt: Grid (11, 19) | Pixels (2112, 3648) | Rot: 0
grass: Grid (12, 19) | Pixels (2304, 3648) | Rot: 0
grass: Grid (13, 19) | Pixels (2496, 3648) | Rot: 0
dirt: Grid (15, 19) | Pixels (2880, 3648) | Rot: 0
grass: Grid (16, 19) | Pixels (3072, 3648) | Rot: 0
grass: Grid (17, 19) | Pixels (3264, 3648) | Rot: 0
dirt: Grid (18, 19) | Pixels (3456, 3648) | Rot: 0
dirt: Grid (19, 19) | Pixels (3648, 3648) | Rot: 0
grass: Grid (20, 19) | Pixels (3840, 3648) | Rot: 0
grass: Grid (22, 19) | Pixels (4224, 3648) | Rot: 0
grass: Grid (23, 19) | Pixels (4416, 3648) | Rot: 0
grass: Grid (24, 19) | Pixels (4608, 3648) | Rot: 0
